identifier,sent,status,msgType,senderName,event,responseType,urgency,severity,certainty,headline,description,instruction,areaDesc,date,time,description_clean,prediction,true_num,pred_num,error
NWS-IDP-PROD-4264506-3592722,2020-06-09T02:42:00.000Z,Actual,Update,NWS Jackson MS,Flood Warning,['Avoid'],Immediate,Severe,Observed,Flood Warning issued June 8 at 9:42PM CDT by NWS Jackson MS,"...The Flood Warning is extended for the following rivers in
Mississippi...

Yazoo River At Yazoo City affecting Yazoo County.

Yalobusha At Whaley affecting Leflore and Carroll Counties.

The Flood Warning continues for
the Yazoo River At Yazoo City.
* From this evening until further notice.
* At 9:00 PM CDT Monday the stage was 29.0 feet.
* Flood stage is 29.0 feet.
* Minor flooding is forecast.
* Forecast...The river will continue rising and will crest at 30.5
feet Friday morning.","Turn around, don't drown when encountering flooded roads. Most flood
deaths occur in vehicles.

Forecast includes rainfall on the ground and 24 hours of additional
rainfall.

Additional information is available at
www.water.weather.gov/ahps2/index.php?wfo=JAN

The next statement will be issued between 8am and 10am Tuesday.","Yazoo, MS",2020-06-09,02:42:00,...the flood warning is extended for the following rivers in mississippi... yazoo river at yazoo city affecting yazoo county. yalobusha at whaley affecting leflore and carroll counties. the flood warning continues for the yazoo river at yazoo city. * from this evening until further notice. * at 9:00 pm cdt monday the stage was 29.0 feet. * flood stage is 29.0 feet. * minor flooding is forecast. * forecast...the river will continue rising and will crest at 30.5 feet friday morning.,Severe,3,3,0
NWS-IDP-PROD-4260867-3590075,2020-06-07T14:07:00.000Z,Actual,Update,NWS Mobile AL,Flood Warning,['Avoid'],Immediate,Severe,Observed,Flood Warning issued June 7 at 9:07AM CDT by NWS Mobile AL,"...The Flood Warning continues for the following rivers in
Mississippi...

Chickasawhay At Leakesville affecting Greene, Wayne and George
Counties.

The Flood Warning continues for
the Chickasawhay At Leakesville.
* From late Monday night until further notice.
* At 8:15 AM CDT Sunday the stage was 11.1 feet.
* Flood stage is 20 feet.
* Minor flooding is forecast.
* Forecast...The river is expected to rise above flood stage late
Tuesday morning and continue rising to a crest of 24 feet
Wednesday morning.
* At 20 feet flooding of lowlands will occur.
* Flood History...This crest compares to a previous crest of 24.0
feet on 01/01/2016.","Motorists should not attempt to drive around barricades or drive
cars through flooded areas.

Turn around, don't drown when encountering flooded roads. Most flood
deaths occur in vehicles.

Additional information is available at www.weather.gov.

The next statement will be issued when updated information becomes
available.","Wayne, MS; George, MS; Greene, MS",2020-06-07,14:07:00,"...the flood warning continues for the following rivers in mississippi... chickasawhay at leakesville affecting greene, wayne and george counties. the flood warning continues for the chickasawhay at leakesville. * from late monday night until further notice. * at 8:15 am cdt sunday the stage was 11.1 feet. * flood stage is 20 feet. * minor flooding is forecast. * forecast...the river is expected to rise above flood stage late tuesday morning and continue rising to a crest of 24 feet wednesday morning. * at 20 feet flooding of lowlands will occur. * flood history...this crest compares to a previous crest of 24.0 feet on 01/01/2016.",Severe,3,3,0
urn:oid:2.49.0.1.840.0.72fb59e2c65b99e7704da0615b69cd3f24077ce0.004.2,2022-12-22T06:21:00.000Z,Actual,Alert,NWS Twin Cities/Chanhassen MN,Winter Storm Warning,['Prepare'],Expected,Severe,Likely,Winter Storm Warning issued December 22 at 12:21AM CST until December 24 at 6:00AM CST by NWS Twin Cities/Chanhassen MN,"* WHAT...Blowing snow expected. Winds gusting as high as 45 mph.

* WHERE...Mille Lacs, Kanabec and Isanti Counties.

* WHEN...From 6 PM this evening to 6 AM CST Saturday.

* IMPACTS...Plan on slippery road conditions. Widespread blowing
snow could significantly reduce visibility. The hazardous
conditions could impact the morning or evening commute. The
dangerously cold wind chills as low as 40 below zero could cause
frostbite on exposed skin in as little as 10 minutes.
","If you must travel, keep an extra flashlight, food, and water in
your vehicle in case of an emergency.

The latest road conditions for the state you are calling from can
be obtained by calling 5 1 1. Road conditions can also be found
at 511mn.org for Minnesota or 511wi.gov for Wisconsin.",,2022-12-22,06:21:00,"* what...blowing snow expected. winds gusting as high as 45 mph. * where...mille lacs, kanabec and isanti counties. * when...from 6 pm this evening to 6 am cst saturday. * impacts...plan on slippery road conditions. widespread blowing snow could significantly reduce visibility. the hazardous conditions could impact the morning or evening commute. the dangerously cold wind chills as low as 40 below zero could cause frostbite on exposed skin in as little as 10 minutes.",Severe,3,3,0
NWS-130404-693612,2014-01-03T05:49:07.000Z,Actual,Alert,NWS Wichita KS,Extreme Fire Danger,['Prepare'],Expected,Moderate,Likely,Extreme Fire Danger issued January 2 at 11:48PM CST by NWS Wichita KS,"THE GFDI DOES NOT ACCOUNT FOR PRECIPITATION THAT OCCURS WITHIN
THE HOUR PRECEDING ANY GIVEN FORECAST HOUR BELOW OR ANY SNOW ON
THE GROUND AT THE FORECAST HOUR. PLEASE MAKE APPROPRIATE ADJUSTMENTS.(ALL TIME REFERENCES ARE IN CST)

DAY/DATE      24HR INDEX   *  MID  3AM  6AM  9AM NOON  3PM  6PM  9PM
THU JAN 02  LOW         1  *                                         
FRI JAN 03  HIGH       18  *   L    L    L    M    H    H    M    M  
SAT JAN 04  MODERATE    7  *   M    L    L    L    M    M    M    M  
SUN JAN 05  MODERATE    3  *   M    L    L    L    L    L    L    L  
MON JAN 06  MODERATE    3  *   L    L    M    M    M    L    L    L  
TUE JAN 07  MODERATE    4  *   L    L    L    L    M    M    M    M",,Sumner,2014-01-03,05:49:07,the gfdi does not account for precipitation that occurs within the hour preceding any given forecast hour below or any snow on the ground at the forecast hour. please make appropriate adjustments.(all time references are in cst) day/date 24hr index * mid 3am 6am 9am noon 3pm 6pm 9pm thu jan 02 low 1 * fri jan 03 high 18 * l l l m h h m m sat jan 04 moderate 7 * m l l l m m m m sun jan 05 moderate 3 * m l l l l l l l mon jan 06 moderate 3 * l l m m m l l l tue jan 07 moderate 4 * l l l l m m m m,Moderate,2,2,0
NWS-130404-697040,2014-01-04T23:15:41.000Z,Actual,Alert,NWS Wichita KS,Extreme Fire Danger,['Prepare'],Expected,Moderate,Likely,Extreme Fire Danger issued January 4 at 5:15PM CST by NWS Wichita KS,"THE GFDI DOES NOT ACCOUNT FOR PRECIPITATION THAT OCCURS WITHIN
THE HOUR PRECEDING ANY GIVEN FORECAST HOUR BELOW OR ANY SNOW ON
THE GROUND AT THE FORECAST HOUR. PLEASE MAKE APPROPRIATE ADJUSTMENTS.(ALL TIME REFERENCES ARE IN CST)

DAY/DATE      24HR INDEX   *  MID  3AM  6AM  9AM NOON  3PM  6PM  9PM
SAT JAN 04  MODERATE    7  *                                 M    M  
SUN JAN 05  MODERATE    5  *   M    M    M    M    M    M    L    L  
MON JAN 06  MODERATE    3  *   L    L    L    L    M    L    L    L  
TUE JAN 07  MODERATE    4  *   L    L    L    L    M    M    M    L  
WED JAN 08  LOW         2  *   L    L    L    L    L    L    L    L  
THU JAN 09  LOW         1  *   L    L    L    L    L    L    L    L",,Rice,2014-01-04,23:15:41,the gfdi does not account for precipitation that occurs within the hour preceding any given forecast hour below or any snow on the ground at the forecast hour. please make appropriate adjustments.(all time references are in cst) day/date 24hr index * mid 3am 6am 9am noon 3pm 6pm 9pm sat jan 04 moderate 7 * m m sun jan 05 moderate 5 * m m m m m m l l mon jan 06 moderate 3 * l l l l m l l l tue jan 07 moderate 4 * l l l l m m m l wed jan 08 low 2 * l l l l l l l l thu jan 09 low 1 * l l l l l l l l,Minor,2,1,-1
NWS-130404-691889-478479,2014-01-02T10:34:39.000Z,Actual,Update,NWS Shreveport LA,Lake Wind Advisory,['Execute'],Expected,Moderate,Likely,Lake Wind Advisory issued January 2 at 4:34AM CST expiring January 2 at 4:00PM CST by NWS Shreveport LA,".IN THE WAKE OF A STRONG COLD FRONT...NORTHWEST WINDS WILL BE 
SUSTAINED AT 15 TO 20 MPH WITH GUSTS AS HIGH AS 35 MPH ACROSS 
PORTIONS OF THE REGION TODAY.* EVENT...A TIGHT PRESSURE GRADIENT BEHIND THE PASSAGE OF A STRONG
  COLD FRONT WILL PRODUCE NORTHWEST WINDS OF 15 TO 25 MPH WITH
  GUSTS TO 35 MPH TODAY. 

* TIMING...THIS MORNING THROUGH 4 PM CST.

* IMPACT...WINDS WILL AFFECT BOATERS ON AREA LAKES. SMALL BOATS 
  WILL BE ESPECIALLY PRONE TO TAKING ON WATER OR CAPSIZING.","A LAKE WIND ADVISORY INDICATES THAT WINDS WILL CAUSE ROUGH CHOP
ON AREA LAKES. SMALL BOATS WILL BE ESPECIALLY PRONE TO CAPSIZING.

",Hempstead; Little River; Miller; Sevier; Union; Nacogdoches; McCurtain; Angelina; Smith; Harrison; Red River; Bowie; Sabine; Natchitoches; De Soto; Caddo; Bossier; Cherokee; Columbia; Lafayette; Howard; Nevada; Franklin; Gregg; Marion; Morris; Panola; Rusk; Sabine; San Augustine; Shelby; Titus; Upshur; Wood; Camp; Cass; Union; Red River; Ouachita; Lincoln; La Salle; Jackson; Grant; Claiborne; Caldwell; Bienville; Webster; Winn,2014-01-02,10:34:39,.in the wake of a strong cold front...northwest winds will be sustained at 15 to 20 mph with gusts as high as 35 mph across portions of the region today.* event...a tight pressure gradient behind the passage of a strong cold front will produce northwest winds of 15 to 25 mph with gusts to 35 mph today. * timing...this morning through 4 pm cst. * impact...winds will affect boaters on area lakes. small boats will be especially prone to taking on water or capsizing.,Moderate,2,2,0
NWS-130404-689400-476605,2013-12-31T21:14:29.000Z,Actual,Update,NWS Duluth MN,Wind Chill Advisory,['Prepare'],Expected,Moderate,Likely,Wind Chill Advisory issued December 31 at 3:14PM CST expiring January 1 at 12:00PM CST by NWS Duluth MN,".BITTERLY COLD AIR COMBINED WITH LIGHT WINDS WILL PRODUCE
DANGEROUSLY LOW WIND CHILL VALUES ACROSS THE NORTHLAND TONIGHT.
TAKE THE NECESSARY PRECAUTIONS IF VENTURING OUT.* WIND CHILL VALUES...25 TO 35 BELOW ZERO EXPECTED ACROSS 
  NORTHEAST MINNESOTA AND EXTREME NORTHWEST WISCONSIN. 

* IMPACTS...EXPOSED FLESH COULD FREEZE IN A MATTER OF MINUTES. 
  BE PREPARED IF TRAVELING AND UNEXPECTED MECHANICAL ISSUES 
  OCCUR.","A WIND CHILL ADVISORY MEANS THAT VERY COLD AIR AND STRONG WINDS
WILL COMBINE TO GENERATE LOW WIND CHILLS. THIS WILL RESULT IN
FROST BITE AND LEAD TO HYPOTHERMIA IF PRECAUTIONS ARE NOT TAKEN.
IF YOU MUST VENTURE OUTDOORS...MAKE SURE YOU WEAR A HAT AND
GLOVES.

",Cass; Itasca; Koochiching; Douglas; Crow Wing; Pine; Aitkin,2013-12-31,21:14:29,.bitterly cold air combined with light winds will produce dangerously low wind chill values across the northland tonight. take the necessary precautions if venturing out.* wind chill values...25 to 35 below zero expected across northeast minnesota and extreme northwest wisconsin. * impacts...exposed flesh could freeze in a matter of minutes. be prepared if traveling and unexpected mechanical issues occur.,Severe,2,3,1
NWS-130404-690453,2014-01-01T16:34:46.000Z,Actual,Alert,NWS Springfield MO,Extreme Fire Danger,['Prepare'],Expected,Moderate,Likely,Extreme Fire Danger issued January 1 at 10:34AM CST by NWS Springfield MO,"THE GFDI DOES NOT ACCOUNT FOR PRECIPITATION THAT OCCURS WITHIN
THE HOUR PRECEDING ANY GIVEN FORECAST HOUR BELOW OR ANY SNOW ON
THE GROUND AT THE FORECAST HOUR. PLEASE MAKE APPROPRIATE ADJUSTMENTS.(ALL TIME REFERENCES ARE IN CST)

DAY/DATE      24HR INDEX   *  MID  3AM  6AM  9AM NOON  3PM  6PM  9PM
WED JAN 01  MODERATE    5  *   L    L    L    L    L    L    M    M  
THU JAN 02  MODERATE    4  *   M    M    M    M    M    M    L    L  
FRI JAN 03  MODERATE    7  *   L    L    L    L    M    M    M    M  
SAT JAN 04  MODERATE    5  *   M    M    M    M    M    L    L    L  
SUN JAN 05  LOW         1  *   L    L    L    L    L    L    L    L  
MON JAN 06  MODERATE    3  *   L    L    L    L    M    M    L    L",,Morgan,2014-01-01,16:34:46,the gfdi does not account for precipitation that occurs within the hour preceding any given forecast hour below or any snow on the ground at the forecast hour. please make appropriate adjustments.(all time references are in cst) day/date 24hr index * mid 3am 6am 9am noon 3pm 6pm 9pm wed jan 01 moderate 5 * l l l l l l m m thu jan 02 moderate 4 * m m m m m m l l fri jan 03 moderate 7 * l l l l m m m m sat jan 04 moderate 5 * m m m m m l l l sun jan 05 low 1 * l l l l l l l l mon jan 06 moderate 3 * l l l l m m l l,Minor,2,1,-1
NWS-130404-684867-473462,2013-12-28T17:58:49.000Z,Actual,Update,NWS Paducah KY,Flood Statement,['Avoid'],Immediate,Severe,Observed,Flood Statement issued December 28 at 11:58AM CST expiring January 3 at 3:00PM CST by NWS Paducah KY,"...The flood warning continues for the Ohio River in Indiana...
   Kentucky and Illinois...
 
   At the Newburgh Dam affecting Spencer...Vanderburgh...
   Warrick...Daviess and Henderson Counties. 
   At Mount Vernon affecting Posey...Vanderburgh...Henderson
   and Union Counties. 
   At the J.T. Myers Dam affecting Posey and Union Counties. 
   At Shawneetown affecting Gallatin...Hardin...Crittenden 
   and Union Counties. 
   At the Brookport Dam affecting Massac and McCracken Counties. 
 
.Water levels along portions of the lower Ohio River continue to
slowly rise and it appears that the river is cresting at the
Newburgh Dam area. Downstream, crests are forecast to occur between
tomorrow and Tuesday with minor flood conditions persisting. 

PRECAUTIONARY/PREPAREDNESS ACTIONS Never drive cars...trucks or sport utility vehicles through flooded 
areas. The water may be too deep to allow safe passage. Never allow 
children to play in or near flood waters. Stay tuned to NOAA Weather 
Radio or your local media for further statements and possible updated
forecasts.

Additional information is available at
http://www.crh.noaa.gov/ahps2/index.The Flood Warning continues for the Ohio River at Shawneetown.
* until Friday afternoon.
* At 11 AM Saturday the stage was 38.2 feet. 
* Flood Stage is 33.0 feet. 
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...The river will crest near 39.5 feet by 
  Monday afternoon.

&&",,Hardin; Union; Gallatin; Crittenden,2013-12-28,17:58:49,"...the flood warning continues for the ohio river in indiana... kentucky and illinois... at the newburgh dam affecting spencer...vanderburgh... warrick...daviess and henderson counties. at mount vernon affecting posey...vanderburgh...henderson and union counties. at the j.t. myers dam affecting posey and union counties. at shawneetown affecting gallatin...hardin...crittenden and union counties. at the brookport dam affecting massac and mccracken counties. .water levels along portions of the lower ohio river continue to slowly rise and it appears that the river is cresting at the newburgh dam area. downstream, crests are forecast to occur between tomorrow and tuesday with minor flood conditions persisting. precautionary/preparedness actions never drive cars...trucks or sport utility vehicles through flooded areas. the water may be too deep to allow safe passage. never allow children to play in or near flood waters. stay tuned to noaa weather radio or your local media for further statements and possible updated forecasts. additional information is available at http://www.crh.noaa.gov/ahps2/index.the flood warning continues for the ohio river at shawneetown. * until friday afternoon. * at 11 am saturday the stage was 38.2 feet. * flood stage is 33.0 feet. * minor flooding is occurring and minor flooding is forecast. * forecast...the river will crest near 39.5 feet by monday afternoon. &&",Severe,3,3,0
NWS-IDP-PROD-4258860-3588620,2020-06-06T20:35:00.000Z,Actual,Update,NWS Reno NV,Freeze Watch,['Prepare'],Future,Severe,Possible,Freeze Watch issued June 6 at 1:35PM PDT until June 8 at 9:00AM PDT by NWS Reno NV,"* CHANGES...None.

* WHAT...For the Lake Wind Advisory, southwest winds 15 to 25 mph
with gusts up to 40 mph expected. For the Freeze Watch, sub-
freezing temperatures as low as 25 possible.

* WHERE...Lassen-Eastern Plumas-Eastern Sierra Counties.

* WHEN...For the Lake Wind Advisory, until 9 PM PDT this evening.
For the Freeze Watch, from Sunday evening through Monday
morning.

* IMPACTS...Small boats, kayaks and paddle boards will be prone
to capsizing and should remain off lake waters until
conditions improve. Frost and freeze conditions could kill
crops, other sensitive vegetation and possibly damage
unprotected outdoor plumbing.","Check lake conditions before heading out and be prepared for a
sudden increase in winds and wave heights. Consider postponing
boating activities on the lake until a day with less wind.

Take steps now to protect tender plants from the cold. To prevent
freezing and possible bursting of outdoor water pipes they should
be wrapped, drained, or allowed to drip slowly. Those that have
in-ground sprinkler systems should cover above-ground pipes to
protect them from freezing.",Lassen-Eastern Plumas-Eastern Sierra Counties,2020-06-06,20:35:00,"* changes...none. * what...for the lake wind advisory, southwest winds 15 to 25 mph with gusts up to 40 mph expected. for the freeze watch, sub- freezing temperatures as low as 25 possible. * where...lassen-eastern plumas-eastern sierra counties. * when...for the lake wind advisory, until 9 pm pdt this evening. for the freeze watch, from sunday evening through monday morning. * impacts...small boats, kayaks and paddle boards will be prone to capsizing and should remain off lake waters until conditions improve. frost and freeze conditions could kill crops, other sensitive vegetation and possibly damage unprotected outdoor plumbing.",Moderate,3,2,-1
NWS-130404-683294,2013-12-27T11:45:06.000Z,Actual,Alert,NWS Wichita KS,Extreme Fire Danger,['Prepare'],Expected,Moderate,Likely,Extreme Fire Danger issued December 27 at 5:44AM CST by NWS Wichita KS,"THE GFDI DOES NOT ACCOUNT FOR PRECIPITATION THAT OCCURS WITHIN
THE HOUR PRECEDING ANY GIVEN FORECAST HOUR BELOW OR ANY SNOW ON
THE GROUND AT THE FORECAST HOUR. PLEASE MAKE APPROPRIATE ADJUSTMENTS.(ALL TIME REFERENCES ARE IN CST)

DAY/DATE      24HR INDEX   *  MID  3AM  6AM  9AM NOON  3PM  6PM  9PM
FRI DEC 27  MODERATE    7  *             L    L    M    M    M    M  
SAT DEC 28  HIGH       12  *   M    M    M    M    H    H    L    M  
SUN DEC 29  HIGH       12  *   H    H    H    H    H    M    L    L  
MON DEC 30  LOW         2  *   L    L    L    L    L    L    L    L  
TUE DEC 31  LOW         1  *   L    L    L    L    L    L    L    L  
WED JAN 01  LOW         1  *   L    L    L    L    L    L    L    L",,Russell,2013-12-27,11:45:06,the gfdi does not account for precipitation that occurs within the hour preceding any given forecast hour below or any snow on the ground at the forecast hour. please make appropriate adjustments.(all time references are in cst) day/date 24hr index * mid 3am 6am 9am noon 3pm 6pm 9pm fri dec 27 moderate 7 * l l m m m m sat dec 28 high 12 * m m m m h h l m sun dec 29 high 12 * h h h h h m l l mon dec 30 low 2 * l l l l l l l l tue dec 31 low 1 * l l l l l l l l wed jan 01 low 1 * l l l l l l l l,Minor,2,1,-1
NWS-130404-691915-478508,2014-01-02T11:12:22.000Z,Actual,Update,NWS Brownsville TX,Freeze Watch,['Prepare'],Future,Severe,Possible,Freeze Watch issued January 2 at 5:11AM CST expiring January 3 at 9:00AM CST by NWS Brownsville TX,".A VERY HUMID AIR MASS HAS SETTLED AHEAD OF AN APPROACHING COLD
FRONT...WITH AREAS OF DENSE FOG EARLY THIS MORNING. A COLD FRONT
ARRIVING BY SUNRISE WILL IMPROVE VISIBILITIES...BUT WILL PRODUCE
STRONG WINDS THROUGH MOST OF THE DAY. COLD AIR SETTLING ACROSS THE
REGION WILL LEAD TO FREEZING OR NEAR FREEZING TEMPERATURES ACROSS
THE RANCH LANDS LATE TONIGHT....FREEZE WATCH REMAINS IN EFFECT FROM LATE TONIGHT THROUGH
FRIDAY MORNING...
...DENSE FOG ADVISORY HAS EXPIRED...

* WINDS...25 TO 30 MPH WITH GUSTS TO 40 MPH TODAY.

* TEMPERATURE...FREEZING OR NEAR FREEZING TEMPERATURES WILL BE
  LIKELY LATE TONIGHT AND AROUND SUNRISE FRIDAY.

* TIMING...WIND THROUGH MOST OF THE DAY.

* IMPACT...SMALL OUTDOOR OBJECTS LIKE BASKETBALL GOALS...TRASH
  CANS...AND HOLIDAY DECORATIONS WILL BE KNOCKED OVER OR BLOWN
  AROUND BY THE WIND. AREAS OF BLOWING SAND MAY DEVELOP REDUCING
  VISIBILITY ON AREA ROADWAYS AND DRIVING WILL BE DIFFICULT ON
  EAST TO WEST ROADWAYS...ESPECIALLY IN HIGH PROFILE VEHICLES.","A FREEZE WATCH IS ISSUED FOR THE POTENTIAL OF 2 OR MORE HOURS OF
TEMPERATURES AT OR BELOW 32 DEGREES WITHIN 24 TO 48 HOURS.

A WIND ADVISORY IS ISSUED WHEN SUSTAINED WINDS ARE FORECAST TO BE
30 TO 39 MPH FOR AT LEAST 2 HOURS...AND OR FREQUENT GUSTS WILL
RANGE BETWEEN 40 AND 57 MPH.

",Kenedy,2014-01-02,11:12:22,.a very humid air mass has settled ahead of an approaching cold front...with areas of dense fog early this morning. a cold front arriving by sunrise will improve visibilities...but will produce strong winds through most of the day. cold air settling across the region will lead to freezing or near freezing temperatures across the ranch lands late tonight....freeze watch remains in effect from late tonight through friday morning... ...dense fog advisory has expired... * winds...25 to 30 mph with gusts to 40 mph today. * temperature...freezing or near freezing temperatures will be likely late tonight and around sunrise friday. * timing...wind through most of the day. * impact...small outdoor objects like basketball goals...trash cans...and holiday decorations will be knocked over or blown around by the wind. areas of blowing sand may develop reducing visibility on area roadways and driving will be difficult on east to west roadways...especially in high profile vehicles.,Moderate,3,2,-1
NWS-130404-698038-484569,2014-01-05T10:43:58.000Z,Actual,Update,NWS Great Falls MT,Wind Chill Advisory,['Prepare'],Expected,Moderate,Likely,Wind Chill Advisory issued January 5 at 3:43AM MST expiring January 5 at 11:00PM MST by NWS Great Falls MT,"THE NATIONAL WEATHER SERVICE IN GREAT FALLS HAS ISSUED A WIND
CHILL WARNING...WHICH IS IN EFFECT UNTIL 11 PM MST THIS EVENING.
THE WIND CHILL ADVISORY IS NO LONGER IN EFFECT. 

* TIMING AND MAIN IMPACT: VERY LOW WIND CHILLS WILL CONTINUE
  THROUGH THIS EVENING. THE COLDEST WIND CHILLS WILL BE NEAR THE
  US/CANADIAN BORDER.

* WIND CHILLS: WIND CHILLS OF 30 BELOW TO 50 BELOW ZERO.

* OTHER IMPACTS: FROSTBITE CAN OCCUR WITHIN A TEN MINUTES ON
  EXPOSED SKIN. THOSE HEADING OUTDOORS SHOULD BE PREPARED FOR
  DANGEROUSLY COLD CONDITIONS.

* LOCATIONS AFFECTED INCLUDE: SHELBY...CHESTER.

* TO SEE A GRAPHICAL REPRESENTATION OF THIS HAZARD PLEASE VISIT
  WWW.WRH.NOAA.GOV/WRH/WHV/?WFO=TFX","A WIND CHILL WARNING MEANS THE COMBINATION OF VERY COLD AIR AND
STRONG WINDS WILL CREATE DANGEROUSLY LOW WIND CHILL VALUES. THIS
WILL RESULT IN FROST BITE AND LEAD TO HYPOTHERMIA OR DEATH IF
PRECAUTIONS ARE NOT TAKEN.

",Liberty; Toole,2014-01-05,10:43:58,the national weather service in great falls has issued a wind chill warning...which is in effect until 11 pm mst this evening. the wind chill advisory is no longer in effect. * timing and main impact: very low wind chills will continue through this evening. the coldest wind chills will be near the us/canadian border. * wind chills: wind chills of 30 below to 50 below zero. * other impacts: frostbite can occur within a ten minutes on exposed skin. those heading outdoors should be prepared for dangerously cold conditions. * locations affected include: shelby...chester. * to see a graphical representation of this hazard please visit www.wrh.noaa.gov/wrh/whv/?wfo=tfx,Severe,2,3,1
NWS-IDP-PROD-4264083,2020-06-08T22:33:00.000Z,Actual,Alert,NWS Glasgow MT,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued June 8 at 4:33PM MDT by NWS Glasgow MT,"At 432 PM MDT, Doppler radar was tracking strong thunderstorms along
a line extending from 17 miles northwest of The Pines Rec Area to 6
miles west of Duck Creek Rec Area to near Fort Peck to near Rock
Creek Rec Area to 9 miles northeast of Nelson Creek Rec Area.
Movement was northeast at 30 mph.

Pea size hail and winds in excess of 40 mph will be possible with
these storms.

Locations impacted include...
Nashua, Fort Peck, Fort Peck Marina, Frazer, Duck Creek Rec Area,
Rock Creek Rec Area, Park Grove and Whatley.","If on or near Fort Peck Lake, get out of the water and move indoors
or inside a vehicle. Remember, lightning can strike out to 10 miles
from the parent thunderstorm. If you can hear thunder, you are close
enough to be struck by lightning. Move to safe shelter now! Do not
be caught on the water in a thunderstorm.",Central and Southern Valley; McCone; Garfield,2020-06-08,22:33:00,"at 432 pm mdt, doppler radar was tracking strong thunderstorms along a line extending from 17 miles northwest of the pines rec area to 6 miles west of duck creek rec area to near fort peck to near rock creek rec area to 9 miles northeast of nelson creek rec area. movement was northeast at 30 mph. pea size hail and winds in excess of 40 mph will be possible with these storms. locations impacted include... nashua, fort peck, fort peck marina, frazer, duck creek rec area, rock creek rec area, park grove and whatley.",Severe,2,3,1
